"id","uid","text","attitudes","comments","reposts","scheme"
277,"4206584727356422","#植得聊#【橘子和桔子是一种水果吗？】橘子是这种水果的正写，也是目前唯一的正确写法。

至于说桔这个字儿的正音应该是“jie”（音同节），通常用在桔梗这个词儿里，就是那个桔梗谣的桔梗，也是朝鲜小菜里的桔梗。

这两个字儿混在一起其实简化字方案的结果，目前，如果指水果的只有橘子，从1956年开 ...全文","161","125",92,"https://m.weibo.cn/status/G2LiwuRJY?mblogid=G2LiwuRJY&luicode=10000011&lfid=1076031410812623"
278,"4206570566979832","没有买卖就没有杀害，植物也是如此//@折翼丛林: 兴安杜鹃。不要购买这个，大多都是山上野生种群直接砍来的，而非人工种植，而且野生杜鹃的生长和恢复极缓慢，一旦破坏，对生态影响很不好。结合今早上那条微博，北兴安南吊钟，只能哀叹了……","118","19",65,"https://m.weibo.cn/status/G2KVGthLW?mblogid=G2KVGthLW&luicode=10000011&lfid=1076031410812623"
279,"4206561633407321","银叶金合欢，是挺漂亮的。过两天我就要去金合欢的集中地，东非大草原了。","130","31",11,"https://m.weibo.cn/status/G2KHheioN?mblogid=G2KHheioN&luicode=10000011&lfid=1076031410812623"
280,"4206494990040062","放心，1市场上草莓都是多倍体2畸形的原因很多，前段时间的极端低温就有影响","104","29",15,"https://m.weibo.cn/status/G2IXN0aqa?mblogid=G2IXN0aqa&luicode=10000011&lfid=1076031410812623"
281,"4206358490354180","#植物人的深夜放毒时间# 炒鸡好吃","70","28",1,"https://m.weibo.cn/status/G2FpD1u8A?mblogid=G2FpD1u8A&luicode=10000011&lfid=1076031410812623"
282,"4206338140236142","黑粉菌感染形成的玉米松露好食材，但是要趁嫩吃，老了就是一堆黑粉","124","61",44,"https://m.weibo.cn/status/G2ESO0ZqK?mblogid=G2ESO0ZqK&luicode=10000011&lfid=1076031410812623"
283,"4206284691742693","【中国人的喝热水简史，喝凉水对健康有害吗？】喝温水和热水无外乎是要解决喝凉水引发的两个问题。

1.有可能会影响胃肠道功能，所以胃肠道功能弱的朋友不易多喝凉水。

2.有可能会感染病菌。

但到目前除了问题1，可能会有朋友会碰到之外，问题2基本上已经消失了。

中国人喝热水的历史并不长，也就不 ...全文","158","98",100,"https://m.weibo.cn/status/G2DuB7jlX?mblogid=G2DuB7jlX&luicode=10000011&lfid=1076031410812623"
284,"4206272859725490","鸳鸯茉莉，开花会变色，让人误以为有两色。就好像被面上的一对漂亮鸳鸯都是雄的。","91","12",10,"https://m.weibo.cn/status/G2DbvEO2K?mblogid=G2DbvEO2K&luicode=10000011&lfid=1076031410812623"
285,"4206244275342548","得到名字，查了一下有人中文定名为仙气兰，果然够仙气。//@刘夙: Phymatidium delicatulum。//@植物人史军:哇哦，是种附生兰花，居然长到树叶上了，具体种类要查一下。","93","14",33,"https://m.weibo.cn/status/G2CrpmpQ8?mblogid=G2CrpmpQ8&luicode=10000011&lfid=1076031410812623"
286,"4206223123323374","#一点植物学#这株植物所有的枝叶都是垂下来的，感觉像是被暴风雪压塌的呢。然而，不可能啊，我们可是在马来西亚的沙巴啊，怎么可能又暴风雪呢？原来，它们就长这个样子，并且名字也很贴切，垂枝暗罗，有点儿武侠气息，有点儿暗器的感觉。一起来看看这种东南亚常见的绿化树种吧。【垂枝暗罗】拍摄坐标： ...全文","47","7",3,"https://m.weibo.cn/status/G2BTidWyO?mblogid=G2BTidWyO&luicode=10000011&lfid=1076031410812623"
287,"4206197805958313","哇哦，是种附生兰花，居然长到树叶上了，具体种类要查一下。","147","22",231,"https://m.weibo.cn/status/G2Besp01P?mblogid=G2Besp01P&luicode=10000011&lfid=1076031410812623"
288,"4206196824517935","不是无患子哈，是楝树的果子，可不能吃哦。","45","32",4,"https://m.weibo.cn/status/G2BcSiXjV?mblogid=G2BcSiXjV&luicode=10000011&lfid=1076031410812623"
289,"4206173244533648","#一点植物学#在商场看到两种柳的插花装饰，被染了黄发的银芽柳和龙爪柳，这意思是留下吗？只是很多银芽柳的芽都被掰了，没留下几个，汗","45","12",1,"https://m.weibo.cn/status/G2AAQj1pm?mblogid=G2AAQj1pm&luicode=10000011&lfid=1076031410812623"
290,"4205985897297829","类似于人的唇腭裂了，不多见，但存在。","62","8",2,"https://m.weibo.cn/status/G2vIFuCuV?mblogid=G2vIFuCuV&luicode=10000011&lfid=1076031410812623"
291,"4205975763912164","回复@Cathy活到了2018年:这个早饭有点赶吧//@Cathy活到了2018年:作为一个初级强迫症 会按照形状 一节一节吃…","39","23",10,"https://m.weibo.cn/status/G2vskgpJq?mblogid=G2vskgpJq&luicode=10000011&lfid=1076031410812623"
292,"4205942016426851","#一点植物学# 宝塔菜，甘露子，美美的。做配粥的小菜再好不过了，不管是形状还是滋味都是特别的，谁能想这菜居然跟薄荷沾亲带故都是唇形科一家子。","129","109",51,"https://m.weibo.cn/status/G2uzTqXUT?mblogid=G2uzTqXUT&luicode=10000011&lfid=1076031410812623"
293,"4205872970495064","这个真的很难，关系两岸。//@蓝紫青灰:赶紧定了国花吧，也不是多么难的事。//@刘夙: 所以我说，现在的当务之急是出版一套靠谱的博物学基本丛书。","62","16",35,"https://m.weibo.cn/status/G2sMx24MU?mblogid=G2sMx24MU&luicode=10000011&lfid=1076031410812623"
294,"4205870244098881","露兜树果子，麻嘴","37","7",2,"https://m.weibo.cn/status/G2sI8hciZ?mblogid=G2sI8hciZ&luicode=10000011&lfid=1076031410812623"
295,"4205864904064899","#一点植物学#算盘子，一种果子长得像算盘珠子的植物。其实，还是更像缩小版的蟠桃啊，不过它是红色的。而算盘子也是一种很重要的红树林植物。它会分泌一些花外蜜之类的物质，来吸引蚂蚁护卫它们，所以碰到这样的植物最好还是离的稍微远一点比较好哦。小心蚂蚁咬你嗷。【算盘子】拍摄坐标：马来西亚沙巴 ...全文","60","10",5,"https://m.weibo.cn/status/G2szwh3sT?mblogid=G2szwh3sT&luicode=10000011&lfid=1076031410812623"
296,"4205840535845868","那都是谣传，风信子栽在家里完全没问题哈。只要不去啃它们的叶子，不把它们的种球当百合吃了，那就不碍事儿。","94","33",3,"https://m.weibo.cn/status/G2rWdowMc?mblogid=G2rWdowMc&luicode=10000011&lfid=1076031410812623"
297,"4205575879451360","#一点植物学#【中国并没有确定国花，寒假作业错的太离谱了！】看了小朋友的寒假作业，有些内容就是拼凑来的。有一个国花列表，满打满算只有13种，但是错误却有一大堆。

1.中国的国花是牡丹，错！到这篇微博时为止，中国并没有公布国花，当年有一花（牡丹）、两花（牡丹和梅花）、四花（梅兰竹菊）多个 ...全文","894","186",623,"https://m.weibo.cn/status/G2l3lDEJi?mblogid=G2l3lDEJi&luicode=10000011&lfid=1076031410812623"
298,"4205518392837425","发布了头条文章：《【植得吃水果堂V+会员专刊】春节买回来的盆栽的福橘能不能吃？》 【植得吃水果堂V+会员专刊】春节买回来的盆栽的福橘能不能吃？","23","11",5,"https://m.weibo.cn/status/G2jyDbU8V?mblogid=G2jyDbU8V&luicode=10000011&lfid=1076031410812623"
299,"4205501631617717","#一点植物学#沙漠玫瑰，听起来，有一丝传奇的感觉呢。哈哈，从名字就可以看出来，人家是生活在沙漠中的，观察一下它们的根茎更加确信它们适合炎热干燥的环境。沙漠玫瑰，虽然不是玫瑰，花朵确很漂亮的嗷，非常美，但是，它们属于夹竹桃科，大家懂了吧，有毒，而且沙漠玫瑰又是其中的佼佼者，从花到茎都 ...全文","73","21",12,"https://m.weibo.cn/status/G2j7B6MQd?mblogid=G2j7B6MQd&luicode=10000011&lfid=1076031410812623"
300,"4205487136162806","#一点植物学# 午饭时间来个香椿煎蛋美美的。","139","83",13,"https://m.weibo.cn/status/G2iKdpRe6?mblogid=G2iKdpRe6&luicode=10000011&lfid=1076031410812623"
301,"4205276443681112","好像真的要过年了","109","11",2,"https://m.weibo.cn/status/G2dgofrCM?mblogid=G2dgofrCM&luicode=10000011&lfid=1076031410812623"
302,"4205256663085118","别说我们小时候曾经挖了一颗不下二十斤的炮弹//@cannonkkk：嗯，我倒是真的挖出来过大概是迫击炮的东西","21","18",7,"https://m.weibo.cn/status/G2cKucWzY?mblogid=G2cKucWzY&luicode=10000011&lfid=1076031410812623"
303,"4205246319978915","雨林能搬到办公室吗？#一点植物学# 微博直播","53","23",2,"https://m.weibo.cn/status/G2ctNFRYf?mblogid=G2ctNFRYf&luicode=10000011&lfid=1076031410812623"
304,"4205218444464905","【神龟，佛像，人形何首乌，还有什么是工地挖不出来的？】这个世界上，有一块传说中的工地，这个工地真是一个好地方，不像蛙儿子家的那块地儿只长三叶草，倒是像吃鸡的战场，什么AK、头盔、98K啥都能捡到，传说中的那块工地啥都能挖出来，要龟得龟，要头得头。😓我们不妨来看看工地里都能挖出些啥“ ...全文","237","46",49,"https://m.weibo.cn/status/G2bKQiJwB?mblogid=G2bKQiJwB&luicode=10000011&lfid=1076031410812623"
305,"4205183455537227","是红凤菜，也叫紫背天葵，一度被捧为极品蔬菜，但是因为有肝毒性，所以跌落神坛如果只是偶尔尝一下无大碍。","58","34",22,"https://m.weibo.cn/status/G2aQpneu7?mblogid=G2aQpneu7&luicode=10000011&lfid=1076031410812623"
306,"4205135959802590","#一点植物学#在马来西亚沙巴周末市场，史军老师聚众吃榴莲啦，而且还是叫了一堆小朋友，很可爱的。没有吃过橙色、黄色果肉的，花生酱味道的榴莲，感觉人生都不圆满了。啥也不说了，一起去马来西亚吗？约吗？【沙巴周末市场】拍摄坐标：马来西亚沙巴周末市场 本视频由@玉米实验室 提供 ...全文","60","11",3,"https://m.weibo.cn/status/G29BNF86i?mblogid=G29BNF86i&luicode=10000011&lfid=1076031410812623"
307,"4205130817604005","#一点植物学# 收到博友的芭乐稍后测评","58","16",0,"https://m.weibo.cn/status/G29tvvU9f?mblogid=G29tvvU9f&luicode=10000011&lfid=1076031410812623"
308,"4205110076870501","就是麒麟果这个物种Hylocereus megalanthus，因为生长期长，授粉也是超麻烦，所以售价很高，真希望未来有杂交种来改变这种情况哈。就像玉露香梨那样，结合了库尔勒香梨和雪花梨梨的共同优点。","46","10",6,"https://m.weibo.cn/status/G28W3sPkx?mblogid=G28W3sPkx&luicode=10000011&lfid=1076031410812623"
309,"4205035677941448","回复@一会一暮:旅人蕉，通常见到的都是王祖蓝型，但是人家可以长成姚明的//@一会一暮:同问@植物人史军","136","46",33,"https://m.weibo.cn/status/G2703xjVS?mblogid=G2703xjVS&luicode=10000011&lfid=1076031410812623"
310,"4204867583294803","更正一下，4是香橼，闻香味儿用的。7还是树番茄，酸酸酸。","34","7",1,"https://m.weibo.cn/status/G22CWdP7Z?mblogid=G22CWdP7Z&luicode=10000011&lfid=1076031410812623"
311,"4204865070262734","种起来，只是不太容易结果","77","32",16,"https://m.weibo.cn/status/G22yT16lE?mblogid=G22yT16lE&luicode=10000011&lfid=1076031410812623"
312,"4204847778091085","1.树番茄，酸，傣味喃咪的原料。2.百香果，酸甜香饮料的主料。3.牛奶子，小野果。4.酸木瓜，可以炖鸡炖鱼。5.滇青果，咳地佬，涩后回甘。6.枇杷，中国味儿的清甜水果。7.人参果，据说有好吃的品种，但我没吃过。8.一种悬钩子，中国的树莓。10.菠萝蜜，有干包和湿包，干包脆，湿包糯。好吃","53","47",10,"https://m.weibo.cn/status/G226ZxWRn?mblogid=G226ZxWRn&luicode=10000011&lfid=1076031410812623"
313,"4204820317562164","春天的温暖，在北运河西地铁站，地铁乘务员把盲人兄弟送上车。","87","6",2,"https://m.weibo.cn/status/G21oHvJgo?mblogid=G21oHvJgo&luicode=10000011&lfid=1076031410812623"
314,"4204813309367132","是真的啊，腌制过程中蛋黄没有完全凝固，变成了“溏心蛋”的状态。有很多朋友专门找这样的松花蛋吃 请问这样的松花蛋是真的吗?","57","64",5,"https://m.weibo.cn/status/G21doDiOM?mblogid=G21doDiOM&luicode=10000011&lfid=1076031410812623"
315,"4204785248321272","回复@Yvonne85616:区别如吃鱼香肉丝和吃鱼//@Yvonne85616:吃橘子味榴莲跟吃橘子区别在哪","28","1",1,"https://m.weibo.cn/status/G20u8yUK4?mblogid=G20u8yUK4&luicode=10000011&lfid=1076031410812623"
316,"4204773572591794","#一点植物学#木耳菜，估计大家都吃过，清炒吃，煮汤吃~因为它的口感跟木耳有些类似，所以就叫做木耳菜了。吃到嘴里有一种滑滑黏黏的感觉呢。木耳菜，也叫落葵，还有一个别名，视频里马来西亚本地的阿姨告诉了我们，仔细听哦。是啥？【木耳菜】拍摄坐标：马来西亚本视频由@玉米实验室 提供 ...全文","53","49",18,"https://m.weibo.cn/status/G20bjaSf8?mblogid=G20bjaSf8&luicode=10000011&lfid=1076031410812623"
317,"4204751040247736","这是大家都关心的问题，1.5w是足足了，吃好玩好//@咚哩个儿咚：史军老师，跟着你去婆罗洲费用预算多少呀？","47","39",5,"https://m.weibo.cn/status/G1ZAY12rK?mblogid=G1ZAY12rK&luicode=10000011&lfid=1076031410812623"
318,"4204728001048409","#一点植物学# 橘子味的榴莲，没有臭味的大王花，呆萌的猴子，水天一色的雨林，一次美好的旅行，一次意外的榴莲盛宴，一次与海与雨林的邂逅，刚回来又想去了今年7月再探婆罗洲，有人约不","96","40",14,"https://m.weibo.cn/status/G1YZO4oJP?mblogid=G1YZO4oJP&luicode=10000011&lfid=1076031410812623"
319,"4204724355574496","好奇这辆太空飞车的最终命运会变太空垃圾吗？@火星叔叔郑永春","30","17",6,"https://m.weibo.cn/status/G1YTVnobe?mblogid=G1YTVnobe&luicode=10000011&lfid=1076031410812623"
320,"4204707876657642","叶甜菜，名字有甜但不甜，可以看作制糖甜菜的祖先。方言中可能读成贴菜，铁菜。","51","90",4,"https://m.weibo.cn/status/G1YtlrVXk?mblogid=G1YtlrVXk&luicode=10000011&lfid=1076031410812623"
321,"4204680773271815","所以装了跑车了吗","28","6",1,"https://m.weibo.cn/status/G1XLDdJ9d?mblogid=G1XLDdJ9d&luicode=10000011&lfid=1076031410812623"
322,"4204551785539042","金合欢和蚕豆，虽然都是豆子家的，但是模样差太多了了。小清新和大秧歌","69","18",3,"https://m.weibo.cn/status/G1UpAneXo?mblogid=G1UpAneXo&luicode=10000011&lfid=1076031410812623"
323,"4204488023897734","回复@叶家尧瑶:八成是山菅（音同奸）兰，奸商当兰花骗人//@叶家尧瑶:@植物人史军","54","14",0,"https://m.weibo.cn/status/G1SKKglYG?mblogid=G1SKKglYG&luicode=10000011&lfid=1076031410812623"
324,"4204486077476877","木竹子Garcinia multiflora，山竹的亲戚味道也是酸甜口。","46","13",3,"https://m.weibo.cn/status/G1SHBvn4N?mblogid=G1SHBvn4N&luicode=10000011&lfid=1076031410812623"
325,"4204483879635359","飞黄玉兰，#一点植物学# 中介绍过","57","4",5,"https://m.weibo.cn/status/G1SE3EqB1?mblogid=G1SE3EqB1&luicode=10000011&lfid=1076031410812623"
326,"4204477366411187","回复@SpectreDesigner:就有我的舌头//@SpectreDesigner:有植物的地方就有你的脚印？","46","7",2,"https://m.weibo.cn/status/G1StyqTQf?mblogid=G1StyqTQf&luicode=10000011&lfid=1076031410812623"
327,"4204470437228554","火星上充电桩好找吗","20","9",5,"https://m.weibo.cn/status/G1SinuktA?mblogid=G1SinuktA&luicode=10000011&lfid=1076031410812623"
328,"4204463692943999","#一点植物学#大家听说过植物还能泌盐吗？今天就来介绍一个神奇的植物，叫做白骨壤。嗯哼，别看它们只是一片片不起眼的绿色叶片，但是翻过来，看看背面，星星点点亮晶晶的东西，那是盐。为什么会泌盐呢？它们生活在咸水中，所以它们吸收了很多带有盐分的水，要想把盐排泄出来，只好通过这种方式咯。【白 ...全文","86","30",15,"https://m.weibo.cn/status/G1S7vclRR?mblogid=G1S7vclRR&luicode=10000011&lfid=1076031410812623"
329,"4204406230151911","#一点植物学# 见过这么厚脸皮的柠檬不 植物人史军的秒拍视频","58","18",1,"https://m.weibo.cn/status/G1QCP0Dwb?mblogid=G1QCP0Dwb&luicode=10000011&lfid=1076031410812623"
330,"4204405153001014","回复@喵1928:这个确实是序章//@喵1928:@植物人史军 感觉文章没有写完，前面铺垫了那么多疑问，后面戛然而止了。弄个舌尖上的水果吧","36","4",7,"https://m.weibo.cn/status/G1QB5cAHs?mblogid=G1QB5cAHs&luicode=10000011&lfid=1076031410812623"
331,"4204367592191133","猕猴桃原来也是这样，但逐步解决了//@蕊寒香:本土水果好吃，但大都不好保存和运输啊，季节性区域性很强…","42","13",6,"https://m.weibo.cn/status/G1PCv9c0R?mblogid=G1PCv9c0R&luicode=10000011&lfid=1076031410812623"
332,"4204354817250753","#一点植物学# 早安，来个健康早餐肉来点，才来点，亚麻籽也来点","47","14",0,"https://m.weibo.cn/status/G1PhTuqfD?mblogid=G1PhTuqfD&luicode=10000011&lfid=1076031410812623"
333,"4204344176145802","这是一个久远的关于中国和水果的故事","53","5",30,"https://m.weibo.cn/status/G1P0JpMNQ?mblogid=G1P0JpMNQ&luicode=10000011&lfid=1076031410812623"
334,"4204185295573799","一家人最重要的事儿是在一起","379","46",25,"https://m.weibo.cn/status/G1KStnnZZ?mblogid=G1KStnnZZ&luicode=10000011&lfid=1076031410812623"
335,"4204159563812904","大马生态行最后一晚喝一杯","128","14",1,"https://m.weibo.cn/status/G1KcYfZUs?mblogid=G1KcYfZUs&luicode=10000011&lfid=1076031410812623"
336,"4204128655616589","这个看起来是碰伤了，能吃，只是变黑的地方不好吃了","40","24",3,"https://m.weibo.cn/status/G1Jp7nz89?mblogid=G1Jp7nz89&luicode=10000011&lfid=1076031410812623"
337,"4204089111846661","飞行员所有的训练都是为了操纵飞机，而不是作为步兵作战哈。步枪也不是想用好就能用好的//@只会喊666的咸鱼小斐Andreina:以前看到网友讨论飞行员执行任务为何只带手枪不带步枪，有的说机舱那么小怎么带步枪，有的说飞行员要是能平安归来那带步枪就没什么用","37","10",1,"https://m.weibo.cn/status/G1Inl7KoR?mblogid=G1Inl7KoR&luicode=10000011&lfid=1076031410812623"
338,"4204083981799975","有人说，飞行员为啥打不过武装分子，飞行员在地面的战斗力跟普通步兵相去甚远，电影里都是骗人的。还有一个就是在装备差不多的情况下，一打多几乎不可能，只是好莱坞大片。","67","16",13,"https://m.weibo.cn/status/G1If47yfR?mblogid=G1If47yfR&luicode=10000011&lfid=1076031410812623"
339,"4204075438394320","复古的包装，豆子味儿的锅巴记得这个小孩出现在肥儿丸上啊","88","22",3,"https://m.weibo.cn/status/G1I1hzdKg?mblogid=G1I1hzdKg&luicode=10000011&lfid=1076031410812623"
340,"4204065573202011","饸饹是山陕一带的特色面食，用压的方法制成面条，直接入锅，也有把煮熟的放冷拌油，吃的时候在开水锅中一烫加肉臊即可","39","20",2,"https://m.weibo.cn/status/G1HLndqZl?mblogid=G1HLndqZl&luicode=10000011&lfid=1076031410812623"
341,"4204053355273727","#一点植物学#蝶豆，为啥叫蝶豆呢？因为它的花长得像蝴蝶，然而，蝶形花科的哪个植物的花朵不像蝴蝶呢？所以这个名字起的好敷衍啊。不过，蝶豆的花朵确实更像蝴蝶，而且鲜艳的蓝色，蛮漂亮的。蝶豆哦，还有一个大家喜欢的用途，它可以泡茶喝，为什么可以泡茶，又怎么泡呢？来看看视频里机智的小朋友怎么 ...全文","65","14",9,"https://m.weibo.cn/status/G1HrFm7W7?mblogid=G1HrFm7W7&luicode=10000011&lfid=1076031410812623"
342,"4204046245764285","马来西亚的鸡肉面，怎么看都是俺老家的饸饹面。","62","28",3,"https://m.weibo.cn/status/G1Hgcobyl?mblogid=G1Hgcobyl&luicode=10000011&lfid=1076031410812623"
343,"4204021499317683","女贞子，真的不能吃","57","46",9,"https://m.weibo.cn/status/G1GChD5Xd?mblogid=G1GChD5Xd&luicode=10000011&lfid=1076031410812623"
344,"4203980055240103","#一点植物学# 马来西亚山打根值得来的地方","67","4",2,"https://m.weibo.cn/status/G1FxrlZbN?mblogid=G1FxrlZbN&luicode=10000011&lfid=1076031410812623"
345,"4203814087311181","#一点植物学# 一个果皮对穿的橘子外果皮过于发达了。","113","26",8,"https://m.weibo.cn/status/G1BdKuFYh?mblogid=G1BdKuFYh&luicode=10000011&lfid=1076031410812623"
346,"4203778288200168","这是真要命//@夏草姜芩参枣扶:今天在药房就有人买生川乌草乌泡酒让师傅给劝住了。","36","8",20,"https://m.weibo.cn/status/G1Ai0ypeM?mblogid=G1Ai0ypeM&luicode=10000011&lfid=1076031410812623"
347,"4203778044876964","看起来是一些冻伤，不碍事","51","5",2,"https://m.weibo.cn/status/G1AhCksII?mblogid=G1AhCksII&luicode=10000011&lfid=1076031410812623"
348,"4203732507710486","#一点植物学#上次来马来西亚的时候，史军老师介绍了红树林，这次，我们继续了解一下与红树有关的知识哦。红树真是一种神奇的植物，我们看到了红树的实生苗，所谓实生苗就是从种子长出来的幼苗。红树的果子直接插到淤泥里面，就直接长出了幼苗。红树的繁殖过程可以说是很特别了。快来看看红树的幼苗吧。 ...全文","63","10",28,"https://m.weibo.cn/status/G1z6awlQG?mblogid=G1z6awlQG&luicode=10000011&lfid=1076031410812623"
349,"4203728716881057","#一点植物学# 大甘巴豆树上的这些突起不是自然长成的，是婆罗洲土著居民为了采树上筑巢的蜂蜜钉上的梯子，雨林虽丰富，觅食不容易啊","58","8",8,"https://m.weibo.cn/status/G1z03sS4N?mblogid=G1z03sS4N&luicode=10000011&lfid=1076031410812623"
350,"4203632959874528","【药酒不是你想泡想泡就能泡】
1.药酒不是想泡就能泡，各种传统草药都有自己的毒性，随意泡中招的可能性很大。喝了之后出现，流鼻血，发热这些症状是中毒和过敏的表现，并不是什么效力强。
有些植物中的成分水溶较少但是更容易溶解在酒精中，那中招几率就更大了。
2.捡来的不明液体还是不要喝了。
3.出 ...全文","94","42",51,"https://m.weibo.cn/status/G1wvBFqOA?mblogid=G1wvBFqOA&luicode=10000011&lfid=1076031410812623"
351,"4203619865585030","来个有味道的唤醒微博，闻到了不","90","33",4,"https://m.weibo.cn/status/G1waunqV8?mblogid=G1waunqV8&luicode=10000011&lfid=1076031410812623"
352,"4203472381121123","吊瓜树，不好吃。","51","22",4,"https://m.weibo.cn/status/G1skC4HED?mblogid=G1skC4HED&luicode=10000011&lfid=1076031410812623"
353,"4203455910469138","#一点植物学# 榕树和椰子猫这个吃下去不会有咖啡。","39","15",3,"https://m.weibo.cn/status/G1rU31Y2K?mblogid=G1rU31Y2K&luicode=10000011&lfid=1076031410812623"
354,"4203417205867805","薄荷味的冰激凌，是不是热带特色","82","38",6,"https://m.weibo.cn/status/G1qTCoCu1?mblogid=G1qTCoCu1&luicode=10000011&lfid=1076031410812623"
355,"4203406442820639","#一点植物学#鹿角蕨，从名字来看，首先看出来，它属于蕨类植物，其次，大致可以想象出来，它的样子，嗯哼，叶子一片片的像驯鹿或者驼鹿的角。而且鹿角蕨是附生植物，跟我们之前介绍过的巢蕨一样，附生在别的植物上，快来看看它们到底长什么样子吧。【鹿角蕨】拍摄坐标：马来西亚沙巴 本视频由@玉米实验 ...全文","59","7",8,"https://m.weibo.cn/status/G1qCgbPMb?mblogid=G1qCgbPMb&luicode=10000011&lfid=1076031410812623"
356,"4203304738938767","#一点植物学# 一条蚂蝗引起的围观特别提示，婆罗洲雨林中蚂蝗超多，一定要准备长裤长袖，否则中招几率很大","57","14",1,"https://m.weibo.cn/status/G1nYdBvnF?mblogid=G1nYdBvnF&luicode=10000011&lfid=1076031410812623"
357,"4203300255088039","小本本记下来//@不乖书生:在马来西亚吃榴莲也经常会被坑，当地人会拿普通榴莲来冒充名种榴莲，只要黄肉的就说是猫山王（D175），白肉的就是苏丹王（D24），高级点的略微发橙色就说是红虾（D175），比如这个图中，史老师吃的榴莲就不是D24，再买请参考：网页链接","64","11",22,"https://m.weibo.cn/status/G1nQZllD9?mblogid=G1nQZllD9&luicode=10000011&lfid=1076031410812623"
358,"4203265493750372","#一点植物学# 婆罗洲的雨林，早啊","219","33",8,"https://m.weibo.cn/status/G1mWVfJDS?mblogid=G1mWVfJDS&luicode=10000011&lfid=1076031410812623"
359,"4203014363773941","大马的开封菜薯角，加了花生蛋黄酱。","102","18",6,"https://m.weibo.cn/status/G1gpSfPM1?mblogid=G1gpSfPM1&luicode=10000011&lfid=1076031410812623"
360,"4202965742481325","#一点植物学#每当看到热带地区这些美丽的花朵植物的时候，都会觉得北方的花朵好少，不开心。今天要介绍的植物，很有特点，从名字就可以看出来，蜘蛛兰，也叫水鬼蕉。没有错，它像蜘蛛一样伸出来很多小爪子，不过没有八条那么多而已。小伙伴们，是不是也很心动，想去马来西亚转一转了呢？【水鬼蕉】拍摄 ...全文","93","30",14,"https://m.weibo.cn/status/G1f9sapvn?mblogid=G1f9sapvn&luicode=10000011&lfid=1076031410812623"
361,"4202942682991782","为啥很多乘客拎涂料桶回家？有人拿了30多个 为啥很多乘客拎涂料桶回家？有人拿了30多个 中国智慧","76","49",38,"https://m.weibo.cn/status/G1eygcyiy?mblogid=G1eygcyiy&luicode=10000011&lfid=1076031410812623"
362,"4202936680218155","#一点植物学# 吃个长手指头的释迦，冰激凌风味的哦。 植物人史军的秒拍视频","105","39",5,"https://m.weibo.cn/status/G1eoA0UKD?mblogid=G1eoA0UKD&luicode=10000011&lfid=1076031410812623"
363,"4202924189936115","#一点植物学# 长手指的释迦哦，都吃过不？","67","44",9,"https://m.weibo.cn/status/G1e4qFGPV?mblogid=G1e4qFGPV&luicode=10000011&lfid=1076031410812623"
364,"4202876785529716","#一点植物学# morning！早安！ 马来西亚·沙巴茶园长屋式酒店(Sabah Tea Garden-Longhouses)","131","24",4,"https://m.weibo.cn/status/G1cPYncwY?mblogid=G1cPYncwY&luicode=10000011&lfid=1076031410812623"
365,"4202751448242046","明明就是苹果，还是长了斑的","93","27",15,"https://m.weibo.cn/status/G19zOyA8e?mblogid=G19zOyA8e&luicode=10000011&lfid=1076031410812623"
366,"4202742882447029","#植物人的深夜放毒时间# 清茶鸡肉汤，加了嫩茶叶子的鸡汤，混合一点胡椒风味，口味不错。","89","16",5,"https://m.weibo.cn/status/G19m0agAd?mblogid=G19m0agAd&luicode=10000011&lfid=1076031410812623"
367,"4202737438282143","我负责任的说，两次看不同花期的大王花，我都没有闻见过大王花的臭味，所以以往的说臭不可闻的科普读物其实有问题//@当时皓月77：大王花是不是有点臭的啊","58","14",6,"https://m.weibo.cn/status/G19ddyKyX?mblogid=G19ddyKyX&luicode=10000011&lfid=1076031410812623"
368,"4202704429201184","#一点植物学# 30马币参观大王花，还真是做游客生意，土法景点哈，大概是跟中国景区学的 植物人史军的秒拍视频","52","22",11,"https://m.weibo.cn/status/G18lYCBEc?mblogid=G18lYCBEc&luicode=10000011&lfid=1076031410812623"
369,"4202665578118314","是木薯叶子和木瓜花，居然都不在我的食谱里面按理说木薯叶子是有毒啊，木瓜花也是极苦，好吧，还是我太年轻","42","28",6,"https://m.weibo.cn/status/G17ljy3Wy?mblogid=G17ljy3Wy&luicode=10000011&lfid=1076031410812623"
370,"4202651115713811","#一点植物学# 两种菜，意想不到，这两种东西竟然可以做菜大家能看出是啥吗？","40","48",12,"https://m.weibo.cn/status/G16XZnYqf?mblogid=G16XZnYqf&luicode=10000011&lfid=1076031410812623"
371,"4202640718097243","回复@不朽的见证人:还没有开放大马的整粒榴莲进口，而且这东西运久就不好吃了。以后一月底可以安排榴莲之旅//@不朽的见证人:能不能搞个靠谱渠道购买啊。。。","40","31",5,"https://m.weibo.cn/status/G16HdxYsH?mblogid=G16HdxYsH&luicode=10000011&lfid=1076031410812623"
372,"4202637014028276","#一点植物学##植物人的深夜放毒时间# 开了开了又开了，再来一个。D24的味道像是加了大蒜的奶酪蒜香浓郁哦。","131","71",42,"https://m.weibo.cn/status/G16BfgTWc?mblogid=G16BfgTWc&luicode=10000011&lfid=1076031410812623"
